0.9,-0.0048,-0.0048
0.901,-0.0064,-0.0064
0.902,-0.007,-0.007
0.903,-0.0078,-0.0078
0.904,-0.0076,-0.0076
0.905,-0.007,-0.007
0.906,-0.0058,-0.0058
0.907,-0.004,-0.004
0.908,-0.0018,-0.0018
0.909,0,0
0.91,0.002,0.002
0.911,0.0042,0.0042
0.912,0.0058,0.0058
0.913,0.007,0.007
0.914,0.0076,0.0076
0.915,0.0078,0.0078
0.916,0.0072,0.0072
0.917,0.0062,0.0062
0.918,0.0044,0.0044
0.919,0.0026,0.0026
0.92,0.0002,0.0002
0.921,-0.0018,-0.0018
0.922,-0.0036,-0.0036
0.923,-0.0054,-0.0054
0.924,-0.007,-0.007
0.925,-0.0078,-0.0078
0.926,-0.008,-0.008
0.927,-0.0078,-0.0078
0.928,-0.0066,-0.0066
0.929,-0.005,-0.005
0.93,-0.003,-0.003
0.931,-0.0012,-0.0012
0.932,0.001,0.001
0.933,0.003,0.003
0.934,0.0048,0.0048
0.935,0.0062,0.0062
0.936,0.0072,0.0072
0.937,0.0078,0.0078
0.938,0.0078,0.0078
0.939,0.007,0.007
0.94,0.0054,0.0054
0.941,0.0038,0.0038
0.942,0.002,0.002
0.943,0,0
0.944,-0.0026,-0.0026
0.945,-0.0044,-0.0044
0.946,-0.0064,-0.0064
0.947,-0.0072,-0.0072
0.948,-0.0082,-0.0082
0.949,-0.0078,-0.0078
0.95,-0.007,-0.007
0.951,-0.0064,-0.0064
0.952,-0.0044,-0.0044
0.953,-0.0026,-0.0026
0.954,-0.0002,-0.0002
0.955,0.0016,0.0016
0.956,0.0038,0.0038
0.957,0.0056,0.0056
0.958,0.0068,0.0068
0.959,0.0076,0.0076
0.96,0.0078,0.0078
0.961,0.0072,0.0072
0.962,0.0062,0.0062
0.963,0.005,0.005
0.964,0.003,0.003
